oui,wifiChipManufacturer,estimatedDeviceCategory
000C70,ACC GmbH,Non-mobile device
000C51,Scientific Technologies Inc.,Non-mobile device
000C56,Megatel Computer (1986) Corp.,Non-mobile device
000C58,M&S Systems,Non-mobile device
000C5D,CHIC TECHNOLOGY (CHINA) CORP.,Non-mobile device
000C4A,Cygnus Microsystems (P) Limited,Non-mobile device
000CC8,"Xytronix Research & Design, Inc.",Non-mobile device
000CBB,ISKRAEMECO,Non-mobile device
000CB5,"Premier Technolgies, Inc",Mobile phone
000CBC,Iscutum,Non-mobile device
000CA3,"Rancho Technology, Inc.",Non-mobile device
000CAA,Cubic Transportation Systems Inc,Non-mobile device
000A38,Apani Networks,Non-mobile device
000A3F,Data East Corporation,Non-mobile device
000A44,Avery Dennison Deutschland GmbH,Non-mobile device
000A46,ARO WELDING TECHNOLOGIES SAS,Non-mobile device
000A33,Emulex Corporation,Non-mobile device
000A31,HCV Consulting,Non-mobile device
000A2C,Active Tchnology Corporation,Non-mobile device
004252,RLX Technologies,Non-mobile device
000A2A,QSI Systems Inc.,Non-mobile device
000A1E,Red-M Products Limited,Non-mobile device
000A23,Parama Networks Inc,Non-mobile device
000A17,"NESTAR COMMUNICATIONS, INC",Non-mobile device
000A1C,"Bridge Information Co., Ltd.",Non-mobile device
000B19,"Vernier Networks, Inc.",Non-mobile device
000B1E,KAPPA opto-electronics GmbH,Non-mobile device
000B25,Aeluros,Non-mobile device
000B17,MKS Instruments,Non-mobile device
000B12,"NURI Telecom Co., Ltd.",Non-mobile device
000B0B,Corrent Corporation,Non-mobile device
000AFA,Traverse Technologies Australia,Non-mobile device
000AFF,Kilchherr Elektronik AG,Non-mobile device
000AF3,"Cisco Systems, Inc",Non-mobile device
000AF8,American Telecare Inc.,Non-mobile device
000AEE,GCD Hard- & Software GmbH,Non-mobile device
000A06,Teledex LLC,Non-mobile device
000A09,"TaraCom Integrated Products, Inc.",Non-mobile device
000A0B,"Sealevel Systems, Inc.",Non-mobile device
000A10,FAST media integrations AG,Non-mobile device
0009F7,"SED, a division of Calian",Non-mobile device
000A01,"SOHOware, Inc.",Non-mobile device
0009E9,"Cisco Systems, Inc",Non-mobile device
0009F0,Shimizu Technology Inc.,Non-mobile device
0009EA,YEM Inc.,Non-mobile device
0009E4,K Tech Infosystem Inc.,Non-mobile device
0009D8,FÃ¤lt Communications AB,Non-mobile device
0009DD,Mavin Technology Inc.,Non-mobile device
0009B1,"Kanematsu Electronics, Ltd.",Non-mobile device
0009A3,Leadfly Techologies Corp. Ltd.,Non-mobile device
0009AA,"Data Comm for Business, Inc.",Non-mobile device
0009A4,HARTEC Corporation,Non-mobile device
00099E,"Testech, Inc.",Non-mobile device
000992,"InterEpoch Technology,INC.",Non-mobile device
000991,"GE Fanuc Automation Manufacturing, Inc.",Non-mobile device
00098B,"Entropic Communications, Inc.",Non-mobile device
000AB0,LOYTEC electronics GmbH,Non-mobile device
000AB7,"Cisco Systems, Inc",Non-mobile device
000AA4,"SHANGHAI SURVEILLANCE TECHNOLOGY CO,LTD",Non-mobile device
000AA9,Brooks Automation GmbH,Non-mobile device
000A91,HemoCue AB,Non-mobile device
000A9D,King Young Technology Co. Ltd.,Non-mobile device
000A8C,Guardware Systems Ltd.,Non-mobile device
000A97,"SONICblue, Inc.",Non-mobile device
000A7D,"Valo, Inc.",Non-mobile device
000A84,"Rainsun Enterprise Co., Ltd.",Non-mobile device
000A89,"Creval Systems, Inc.",Non-mobile device
0009D7,DC Security Products,Non-mobile device
0009CA,iMaxNetworks(Shenzhen)Limited.,Non-mobile device
0009D1,SERANOA NETWORKS INC,Non-mobile device
0009C5,KINGENE Technology Corporation,Non-mobile device
0009BD,"Epygi Technologies, Ltd.",Non-mobile device
0009B6,"Cisco Systems, Inc",Non-mobile device
00097F,Vsecure 2000 LTD.,Non-mobile device
000984,MyCasa Network Inc.,Non-mobile device
000971,"Time Management, Inc.",Non-mobile device
000978,"AIJI System Co., Ltd.",Non-mobile device
000972,"Securebase,Inc",Non-mobile device
00096C,Imedia Semiconductor Corp.,Non-mobile device
000965,"HyunJu Computer Co., Ltd.",Non-mobile device
000960,YOZAN Inc.,Non-mobile device
000956,"Network Systems Group, Ltd. (NSG)",Non-mobile device
000955,Young Generation International Corp.,Non-mobile device
000AE9,AirVast Technology Inc.,Non-mobile device
000ADD,Allworx Corp.,Non-mobile device
000AE2,"Binatone Electronics International, Ltd",Non-mobile device
000ACA,"YOKOYAMA SHOKAI CO.,Ltd.",Non-mobile device
000ACF,PROVIDEO Multimedia Co. Ltd.,Non-mobile device
000AD6,BeamReach Networks,Non-mobile device
000ABC,Seabridge Ltd.,Non-mobile device
000ABE,"OPNET Technologies CO., LTD.",Non-mobile device
000AC3,"eM Technics Co., Ltd.",Non-mobile device
000A78,OLITEC,Non-mobile device
000A71,"Avrio Technologies, Inc",Non-mobile device
000A76,"Beida Jade Bird Huaguang Technology Co.,Ltd",Non-mobile device
000A63,DHD GmbH,Non-mobile device
000A65,"GentechMedia.co.,ltd.",Non-mobile device
000A6A,SVM Microwaves s.r.o.,Non-mobile device
000A52,AsiaRF Ltd.,Non-mobile device
000A4B,"DataPower Technology, Inc.",Non-mobile device
00075A,"Air Products and Chemicals, Inc.",Non-mobile device
000754,"Xyterra Computing, Inc.",Non-mobile device
00074E,IPFRONT Inc,Non-mobile device
00074D,Zebra Technologies Corp.,Non-mobile device
000742,Ormazabal,Non-mobile device
000748,The Imaging Source Europe,Non-mobile device
000736,"Data Video Technologies Co., Ltd.",Non-mobile device
00073D,"Nanjing Postel Telecommunications Co., Ltd.",Non-mobile device
00073C,Telecom Design,Non-mobile device
00072A,Innovance Networks,Non-mobile device
00072F,"Intransa, Inc.",Non-mobile device
000730,"Hutchison OPTEL Telecom Technology Co., Ltd.",Non-mobile device
000725,Bematech International Corp.,Non-mobile device
000818,"Pixelworks, Inc.",Non-mobile device
000812,GM-2 Corporation,Non-mobile device
000811,VOIX Corporation,Non-mobile device
00080B,Birka BPA Informationssystem AB,Non-mobile device
000805,Techno-Holon Corporation,Non-mobile device
00080C,VDA Elettronica spa,Non-mobile device
0007FB,Giga Stream UMTS Technologies GmbH,Non-mobile device
0007F5,Bridgeco Co AG,Non-mobile device
0007E8,EdgeWave,Non-mobile device
0007EF,Lockheed Martin Tactical Systems,Non-mobile device
0007E2,"Bitworks, Inc.",Non-mobile device
0007D6,Commil Ltd.,Non-mobile device
0007DC,"Atek Co, Ltd.",Non-mobile device
000923,"Heaman System Co., Ltd",Non-mobile device
00091D,Proteam Computer Corporation,Non-mobile device
000924,Telebau GmbH,Non-mobile device
000911,"Cisco Systems, Inc",Non-mobile device
000916,"Listman Home Technologies, Inc.",Non-mobile device
00090A,"SnedFar Technology Co., Ltd.",Non-mobile device
000904,MONDIAL electronic,Non-mobile device
000903,"Panasas, Inc",Non-mobile device
0008FE,"UNIK C&C Co.,Ltd.",Non-mobile device
0008EE,Logic Product Development,Non-mobile device
0008F0,"Next Generation Systems, Inc.",Non-mobile device
000948,"Vista Control Systems, Corp.",Non-mobile device
00094F,elmegt GmbH & Co. KG,Non-mobile device
000943,"Cisco Systems, Inc",Non-mobile device
00093C,Jacques Technologies P/L,Non-mobile device
000936,Ipetronik GmbH & Co. KG,Non-mobile device
000935,Sandvine Incorporated,Non-mobile device
000929,Sanyo Industries (UK) Limited,Non-mobile device
000930,AeroConcierge Inc.,Non-mobile device
0008E9,NextGig,Non-mobile device
0008DC,Wiznet,Non-mobile device
0008E2,"Cisco Systems, Inc",Non-mobile device
0008DB,Corrigent Systems,Non-mobile device
0008D6,HASSNET Inc.,Non-mobile device
0008CF,"Nippon Koei Power Systems Co., Ltd.",Non-mobile device
0008C0,ASA SYSTEMS,Non-mobile device
0008C5,"Liontech Co., Ltd.",Non-mobile device
0008CA,"TwinHan Technology Co.,Ltd",Non-mobile device
0008BF,Aptus Elektronik AB,Non-mobile device
0008B3,Fastwel,Non-mobile device
0008B2,"SHENZHEN COMPASS TECHNOLOGY DEVELOPMENT CO.,LTD",Non-mobile device
0008A6,"Multiware & Image Co., Ltd.",Non-mobile device
0008AD,"Toyo-Linx Co., Ltd.",Non-mobile device
00089A,Alcatel Microelectronics,Mobile phone
0008A0,Stotz Feinmesstechnik GmbH,Non-mobile device
000892,EM Solutions,Non-mobile device
000896,"Printronix, Inc.",Non-mobile device
00088C,Quanta Network Systems Inc.,Non-mobile device
000886,"Hansung Teliann, Inc.",Non-mobile device
000873,DapTechnology B.V.,Non-mobile device
00087A,Wipotec GmbH,Non-mobile device
00087F,SPAUN electronic GmbH & Co. KG,Non-mobile device
0007D0,Automat Engenharia de AutomaÃ§Ã£o Ltda.,Non-mobile device
0007CD,"Kumoh Electronic Co, Ltd",Non-mobile device
0007C7,Synectics Systems Limited,Non-mobile device
00047D,Pelco,Non-mobile device
00047E,Siqura B.V.,Non-mobile device
0007C1,"Overture Networks, Inc.",Non-mobile device
0007C0,NetZerver Inc.,Non-mobile device
0007AE,"Britestream Networks, Inc.",Non-mobile device
0007B4,"Cisco Systems, Inc",Non-mobile device
00079A,Verint Systems Inc,Non-mobile device
0007A0,e-Watch Inc.,Non-mobile device
000794,"Simple Devices, Inc.",Non-mobile device
000793,Shin Satellite Public Company Limited,Non-mobile device
00078D,NetEngines Ltd.,Non-mobile device
00078E,Garz & Friche GmbH,Non-mobile device
000781,Itron Inc.,Non-mobile device
000787,"Idea System Co., Ltd.",Non-mobile device
000777,Motah Ltd.,Non-mobile device
000771,Embedded System Corporation,Non-mobile device
00075B,Gibson Guitars,Non-mobile device
000760,TOMIS Information & Telecom Corp.,Non-mobile device
000767,Yuxing Electronics Company Limited,Non-mobile device
000879,CEM Corporation,Non-mobile device
00086C,Plasmon LMS,Non-mobile device
00086D,Missouri FreeNet,Non-mobile device
000867,Uptime Devices,Non-mobile device
000860,LodgeNet Entertainment Corp.,Non-mobile device
000854,"Netronix, Inc.",Non-mobile device
00085A,IntiGate Inc.,Non-mobile device
00081E,Repeatit AB,Non-mobile device
00082B,"Wooksung Electronics, Inc.",Non-mobile device
000824,Nuance Document Imaging,Non-mobile device
0005BA,"Area Netwoeks, Inc.",Non-mobile device
0005B9,"Airvana, Inc.",Non-mobile device
0005C0,"Digital Network Alacarte Co., Ltd.",Non-mobile device
000599,DRS Test and Energy Management or DRS-TEM,Non-mobile device
0005A0,MOBILINE Kft.,Non-mobile device
0005A9,"Princeton Networks, Inc.",Non-mobile device
0005AA,Moore Industries International Inc.,Non-mobile device
0005AF,InnoScan Computing A/S,Non-mobile device
0005B3,"Asahi-Engineering Co., Ltd.",Non-mobile device
00059F,"Yotta Networks, Inc.",Non-mobile device
0005A6,Extron Electronics,Non-mobile device
0005B4,Aceex Corporation,Non-mobile device
00058D,"Lynx Photonic Networks, Inc.",Non-mobile device
000587,"Locus, Incorporated",Non-mobile device
000593,Grammar Engine Inc.,Non-mobile device
000586,Lucent Technologies,Non-mobile device
00057A,Overture Networks,Non-mobile device
00063C,Intrinsyc Software International Inc.,Non-mobile device
00062F,Pivotech Systems Inc.,Non-mobile device
000636,Jedai Broadband Networks,Non-mobile device
000635,"PacketAir Networks, Inc.",Non-mobile device
000628,"Cisco Systems, Inc",Non-mobile device
00061F,Vision Components GmbH,Non-mobile device
000619,Connection Technology Systems,Non-mobile device
00060D,Wave7 Optics,Non-mobile device
000613,Kawasaki Microelectronics Incorporated,Non-mobile device
00060E,"IGYS Systems, Inc.",Non-mobile device
0005EC,Mosaic Systems Inc.,Non-mobile device
0005D3,"eProduction Solutions, Inc.",Non-mobile device
000608,At-Sky SAS,Non-mobile device
000607,Omni Directional Control Technology Inc.,Non-mobile device
0005E6,"Egenera, Inc.",Non-mobile device
000580,FibroLAN Ltd.,Non-mobile device
000576,NSM Technology Ltd.,Non-mobile device
000570,Baydel Ltd.,Non-mobile device
00056A,Heuft Systemtechnik GmbH,Non-mobile device
000563,"J-Works, Inc.",Non-mobile device
00055D,"D-LINK SYSTEMS, INC.",Non-mobile device
000564,"Tsinghua Bitway Co., Ltd.",Non-mobile device
000557,Agile TV Corporation,Non-mobile device
000551,F & S Elektronik Systeme GmbH,Non-mobile device
00054B,Eaton Automation AG,Non-mobile device
00054A,"Ario Data Networks, Inc.",Non-mobile device
000544,"Valley Technologies, Inc.",Non-mobile device
00053E,KID Systeme GmbH,Non-mobile device
000531,"Cisco Systems, Inc",Non-mobile device
000538,"Merilus, Inc.",Non-mobile device
000532,"Cisco Systems, Inc",Non-mobile device
000525,"Puretek Industrial Co., Ltd.",Non-mobile device
00052B,"HORIBA, Ltd.",Non-mobile device
00051F,"Taijin Media Co., Ltd.",Non-mobile device
000519,"Siemens Building Technologies AG,",Non-mobile device
000518,Jupiters Technology,Non-mobile device
00050E,"3ware, Inc.",Non-mobile device
00050F,Tanaka S/S Ltd.,Non-mobile device
000508,"Inetcam, Inc.",Non-mobile device
0004FE,Pelago Networks,Non-mobile device
000671,Softing AG,Non-mobile device
000672,Netezza,Non-mobile device
00067B,Toplink C&C Corporation,Non-mobile device
000665,"Sunny Giken, Inc.",Non-mobile device
00066B,Sysmex Corporation,Non-mobile device
000652,"Cisco Systems, Inc",Non-mobile device
000659,EAL (Apeldoorn) B.V.,Non-mobile device
000658,Helmut Fischer GmbH Institut fÃ¼r Elektronik und Messtechnik,Non-mobile device
000646,ShenZhen XunBao Network Technology Co Ltd,Non-mobile device
000640,White Rock Networks,Non-mobile device
00064C,"Invicta Networks, Inc.",Non-mobile device
0006B5,"Source Photonics, Inc.",Non-mobile device
0006A8,"KC Technology, Inc.",Non-mobile device
00069E,"UNIQA, Inc.",Non-mobile device
000698,egnite GmbH,Non-mobile device
000692,"Intruvert Networks, Inc.",Non-mobile device
000685,NetNearU Corporation,Non-mobile device
00068B,"AirRunner Technologies, Inc.",Non-mobile device
000686,"ZARDCOM Co., Ltd.",Non-mobile device
00067F,"Digeo, Inc.",Non-mobile device
0006DE,Flash Technology,Non-mobile device
0006E4,Citel Technologies Ltd.,Non-mobile device
0006D1,"Tahoe Networks, Inc.",Non-mobile device
0006DA,ITRAN Communications Ltd.,Non-mobile device
0006CB,Jotron Electronics A/S,Non-mobile device
0006CC,"JMI Electronics Co., Ltd.",Non-mobile device
0006BB,ATI Technologies Inc.,Non-mobile device
0006C5,INNOVI Technologies Limited,Non-mobile device
0006AF,Xalted Networks,Non-mobile device
000719,"Mobiis Co., Ltd.",Non-mobile device
000720,Trutzschler GmbH & Co. KG,Non-mobile device
000713,"IP One, Inc.",Non-mobile device
00070D,"Cisco Systems, Inc",Non-mobile device
000714,Brightcom,Mobile phone
0006F1,Optillion,Non-mobile device
0006F0,"Digeo, Inc.",Non-mobile device
0006FB,"Hitachi Printing Solutions, Ltd.",Non-mobile device
0006EB,Global Data,Non-mobile device
0005F2,"Power R, Inc.",Non-mobile device
0005FE,Traficon N.V.,Non-mobile device
0005E5,Renishaw PLC,Non-mobile device
0005F8,"Real Time Access, Inc.",Non-mobile device
0005FF,"SNS Solutions, Inc.",Non-mobile device
0005DD,"Cisco Systems, Inc",Non-mobile device
0005D9,"Techno Valley, Inc.",Non-mobile device
0005C6,Triz Communications,Non-mobile device
0005CC,"Sumtel Communications, Inc.",Non-mobile device
00044C,JENOPTIK,Non-mobile device
000448,Polaroid Corporation,Non-mobile device
00043C,"SONOS Co., Ltd.",Non-mobile device
000441,"Half Dome Systems, Inc.",Non-mobile device
00042F,"International Communications Products, Inc.",Non-mobile device
000429,Pixord Corporation,Non-mobile device
00041C,"ipDialog, Inc.",Non-mobile device
00041D,Corega of America,Non-mobile device
000416,Parks S/A Comunicacoes Digitais,Non-mobile device
000410,"Spinnaker Networks, Inc.",Non-mobile device
00040F,"Asus Network Technologies, Inc.",Non-mobile device
00040A,Sage Systems,Non-mobile device
000403,Nexsi Corporation,Non-mobile device
0004F8,"QUALICABLE TV Industria E Com., Ltda",Non-mobile device
0004F2,Polycom,Non-mobile device
0004EB,"Paxonet Communications, Inc.",Non-mobile device
0004EC,Memobox SA,Non-mobile device
0004E6,Banyan Network Private Limited,Non-mobile device
0004E1,Infinior Microsystems,Non-mobile device
0004DB,Tellus Group Corp.,Non-mobile device
0004E2,"SMC Networks, Inc.",Non-mobile device
0004D5,"Hitachi Information & Communication Engineering, Ltd.",Non-mobile device
0004C9,"Micro Electron Co., Ltd.",Non-mobile device
000487,"Cogency Semiconductor, Inc.",Non-mobile device
000482,Medialogic Corp.,Non-mobile device
000478,G. Star Technology Corporation,Non-mobile device
000471,IPrad,Non-mobile device
00046B,"Palm Wireless, Inc.",Non-mobile device
000465,i.s.t isdn-support technik GmbH,Non-mobile device
000459,Veristar Corporation,Non-mobile device
00045E,PolyTrax Information Technology AG,Non-mobile device
000458,"Fusion X Co., Ltd.",Non-mobile device
000452,"RocketLogix, Inc.",Non-mobile device
000442,NACT,Non-mobile device
0003F9,"Pleiades Communications, Inc.",Non-mobile device
0003E2,Comspace Corporation,Non-mobile device
0003F4,NetBurner,Non-mobile device
0003F3,"Dazzle Multimedia, Inc.",Non-mobile device
0003ED,"Shinkawa Electric Co., Ltd.",Non-mobile device
0003E7,Logostek Co. Ltd.,Non-mobile device
0003DF,Desana Systems,Non-mobile device
0003DB,Apogee Electronics Corp.,Non-mobile device
0003D6,"RADVision, Ltd.",Non-mobile device
0003CF,"Muxcom, Inc.",Non-mobile device
0003C8,CML Emergency Services,Non-mobile device
0003C3,Micronik Multimedia,Non-mobile device
0003C0,"RFTNC Co., Ltd.",Non-mobile device
0003BC,COT GmbH,Non-mobile device
0003B1,Hospira Inc.,Non-mobile device
0003A5,Medea Corporation,Non-mobile device
0003AA,Watlow,Non-mobile device
0003A2,Catapult Communications,Non-mobile device
00039E,"Tera System Co., Ltd.",Non-mobile device
000392,"Hyundai Teletek Co., Ltd.",Non-mobile device
00038F,Weinschel Corporation,Non-mobile device
00038B,"PLUS-ONE I&T, Inc.",Non-mobile device
000386,"Ho Net, Inc.",Non-mobile device
00037D,Stellcom,Non-mobile device
000382,"A-One Co., Ltd.",Non-mobile device
00037A,"Taiyo Yuden Co., Ltd.",Non-mobile device
000376,"Graphtec Technology, Inc.",Non-mobile device
000369,"Nippon Antenna Co., Ltd.",Non-mobile device
00036F,Telsey SPA,Non-mobile device
000363,"Miraesys Co., Ltd.",Non-mobile device
00035E,"Metropolitan Area Networks, Inc.",Non-mobile device
000357,"Intervoice-Brite, Inc.",Non-mobile device
00034C,"Shanghai DigiVision Technology Co., Ltd.",Non-mobile device
000351,"Diebold, Inc.",Non-mobile device
000311,"Micro Technology Co., Ltd.",Non-mobile device
00030A,Argus Technologies,Non-mobile device
000305,MSC Vertriebs GmbH,Non-mobile device
0002FE,"Viditec, Inc.",Non-mobile device
0002F2,"eDevice, Inc.",Non-mobile device
0002F7,ARM,Non-mobile device
0002EC,Maschoff Design Engineering,Non-mobile device
0002E4,"JC HYUN Systems, Inc.",Non-mobile device
0002E7,CAB GmbH & Co KG,Non-mobile device
0002E0,ETAS GmbH,Non-mobile device
0002D9,Reliable Controls,Non-mobile device
0002D4,"PDA Peripherals, Inc.",Non-mobile device
0002D1,"Vivotek, Inc.",Mobile phone
0002CD,"TeleDream, Inc.",Non-mobile device
000349,Vidicode Datacommunicatie B.V.,Non-mobile device
000340,"Floware Wireless Systems, Ltd.",Non-mobile device
008037,Ericsson Group,Mobile phone
000332,"Cisco Systems, Inc",Non-mobile device
000339,"Eurologic Systems, Ltd.",Non-mobile device
00032A,"UniData Communication Systems, Inc.",Non-mobile device
00032D,"IBASE Technology, Inc.",Non-mobile device
